movieId,mean,count,weighted_score,title,genres,IMAX,Children,Action,Fantasy,Thriller,Sci-Fi,Comedy,Film-Noir,(no genres listed),Documentary,Animation,Horror,Adventure,Romance,Crime,Mystery,War,Musical,Drama,Western
517,3.1642512077294684,207,3.210456324541715,Rising Sun (1993),Action|Drama|Mystery,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
518,2.5,66,2.821647384545693,"Road to Wellville, The (1994)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,2.1851063829787236,235,2.337276033646742,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
520,3.0688545688545688,777,3.0859704447538863,Robin Hood: Men in Tights (1993),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
521,3.3151260504201683,119,3.358242610177091,Romeo Is Bleeding (1993),Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
522,3.746268656716418,67,3.6791561743957377,Romper Stomper (1992),Action|Drama,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
523,3.581818181818182,55,3.563272340192783,Ruby in Paradise (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524,3.557213930348259,402,3.555273492862006,Rudy (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
527,4.295612009237876,2598,4.28686383139893,Schindler's List (1993),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
528,2.811111111111111,45,3.0983753188851537,"Scout, The (1994)",Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
529,3.8363802559414992,547,3.820412736423547,Searching for Bobby Fischer (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,3.520671834625323,387,3.5212905249793445,"Secret Garden, The (1993)",Children|Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
532,3.072607260726073,303,3.1137481949441037,Serial Mom (1994),Comedy|Crime|Horror,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
533,2.946524064171123,187,3.0270882438543154,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
534,3.896887159533074,257,3.8584604491860155,Shadowlands (1993),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
535,3.75752508361204,299,3.736711698834002,Short Cuts (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
537,3.232673267326733,202,3.271026503949942,Sirens (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
538,3.6577777777777776,225,3.6426594075152408,Six Degrees of Separation (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
539,3.529058116232465,1497,3.529062311012696,Sleepless in Seattle (1993),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
540,2.781132075471698,265,2.8572140641233448,Sliver (1993),Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,4.160513141426783,1598,4.148880926852817,Blade Runner (1982),Action|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,2.840782122905028,179,2.939608368020988,Son in Law (1993),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
543,3.2015748031496063,635,3.2163581186712578,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
544,2.957983193277311,119,3.073007710848232,Striking Distance (1993),Action|Crime,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
546,1.9865319865319866,297,2.1280677336892557,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
547,2.6341463414634148,41,3.0123682945969934,Surviving the Game (1994),Action|Adventure|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
548,2.854961832061069,131,2.980609620598674,Terminal Velocity (1994),Action|Mystery|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
549,4.017857142857143,84,3.8892820080384785,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
550,3.1242774566473988,173,3.1841288123959925,Threesome (1994),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
551,3.7347703842549205,1067,3.72915054595842,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
552,3.214968152866242,628,3.2292980986571225,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
553,3.685840707964602,791,3.680119548010215,Tombstone (1993),Action|Drama|Western,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
555,3.8707107843137254,816,3.85860301290353,True Romance (1993),Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
556,3.953125,64,3.8178526480466655,"War Room, The (1993)",Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
558,2.5987654320987654,81,2.85025359384132,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
562,3.7539432176656153,317,3.7345191611423245,Welcome to the Dollhouse (1995),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
569,2.8855421686746987,83,3.056443795720235,Little Big League (1994),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
574,3.4875,80,3.498892262876241,Spanking the Monkey (1994),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
575,2.8680555555555554,144,2.9820583271056695,"Little Rascals, The (1994)",Children|Comedy,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580,2.9583333333333335,36,3.2178507411573714,Princess Caraboo (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
581,3.9774774774774775,111,3.88211453132189,"Celluloid Closet, The (1995)",Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
585,2.6663498098859315,526,2.7129103397776735,"Brady Bunch Movie, The (1995)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,3.1120457604306866,1486,3.1203022090477486,Home Alone (1990),Children|Comedy,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
587,3.448186528497409,1544,3.449731987875722,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
588,3.678671003717472,2152,3.676616933508885,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
589,3.948358539284397,2711,3.9437716705276857,Terminator 2: Judgment Day (1991),Action|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,3.718312937062937,2288,3.7158663282641875,Dances with Wolves (1990),Adventure|Drama|Western,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
592,3.4339152119700747,2406,3.435089552100323,Batman (1989),Action|Crime|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
593,4.184785956267324,3247,4.178784909647967,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
594,3.5579787234042555,940,3.5570908751715327,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
595,3.6362876254180603,1794,3.6345274939234575,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
596,3.534108527131783,645,3.533893553950202,Pinocchio (1940),Animation|Children|Fantasy|Musical,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
597,3.4148641153632835,1803,3.4167365787868995,Pretty Woman (1990),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
599,4.009090909090909,165,3.935272558545572,"Wild Bunch, The (1969)",Adventure|Western,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
603,2.9722222222222223,36,3.225426498733129,"Bye Bye, Love (1995)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
605,3.263440860215054,186,3.300361800538827,One Fine Day (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
606,2.4932432432432434,74,2.792097585734486,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
608,4.085264538696983,2287,4.078065666342851,Fargo (1996),Comedy|Crime|Drama|Thriller,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
609,3.018939393939394,132,3.1134453636813983,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
610,3.3651960784313726,408,3.376434129946088,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
611,2.539772727272727,88,2.7913402450541227,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
612,2.835227272727273,88,3.011679228104971,"Pallbearer, The (1996)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613,3.5961538461538463,130,3.5836134307274157,Jane Eyre (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
615,3.7948717948717947,39,3.6793934625563263,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
616,3.3855421686746987,415,3.3952317953177227,"Aristocats, The (1970)",Animation|Children,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
617,3.573529411764706,34,3.5527835768185394,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
619,2.2857142857142856,35,2.8596638294828693,Ed (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
626,3.0606060606060606,33,3.283780141529945,"Thin Line Between Love and Hate, A (1996)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
627,3.46,100,3.4759857608952816,"Last Supper, The (1995)",Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
628,3.764006791171477,589,3.752630289041012,Primal Fear (1996),Crime|Drama|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
631,2.875,108,3.017232963162221,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
635,3.5701754385964914,57,3.556070677199845,"Family Thing, A (1996)",Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
637,2.8222591362126246,301,2.8863388184785093,Sgt. Bilko (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
639,2.919642857142857,56,3.1323040571672855,Girl 6 (1996),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
640,3.021212121212121,165,3.099375122648136,Diabolique (1996),Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
647,3.518427518427518,407,3.5191719654837215,Courage Under Fire (1996),Action|Crime|Drama|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
648,3.381624566617137,2019,3.383786309866465,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
650,3.278688524590164,61,3.361298339740511,Moll Flanders (1996),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
653,3.2544987146529563,778,3.264700679351963,Dragonheart (1996),Action|Adventure|Fantasy,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
656,2.953846153846154,65,3.1355594622777527,Eddie (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
661,3.293713163064833,509,3.3068240239636113,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
662,3.214723926380368,163,3.2636173518983758,Fear (1996),Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,3.271604938271605,162,3.311865358939513,Kids in the Hall: Brain Candy (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
665,4.101694915254237,59,3.9087432462515332,Underground (1995),Comedy|Drama|War,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
667,2.475609756097561,41,2.9208189988223454,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,4.1891891891891895,37,3.8937037151699485,Song of the Little Road (Pather Panchali) (1955),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670,4.296875,32,3.9254540147804278,"World of Apu, The (Apur Sansar) (1959)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
671,3.6857142857142855,315,3.672110576569236,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2.66044776119403,536,2.706498496318704,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
674,2.921875,192,3.003955625749489,Barbarella (1968),Adventure|Comedy|Sci-Fi,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
678,4.195945945945946,148,4.083585106271834,Some Folks Call It a Sling Blade (1993),Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
680,3.6206896551724137,58,3.589524419504392,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
685,3.234375,32,3.3770669180062343,It's My Party (1996),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
688,2.7640845070422535,142,2.8975473774208518,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
691,3.119047619047619,63,3.2513779453374894,Mrs. Winterbourne (1996),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
692,2.2435897435897436,39,2.802581868353428,Solo (1996),Action|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,3.0596026490066226,151,3.1374483365546215,"Substitute, The (1996)",Action|Crime|Drama,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
695,3.1964285714285716,56,3.3125366153068203,True Crime (1996),Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
697,2.9833333333333334,60,3.165312765737628,Feeling Minnesota (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
700,3.253731343283582,67,3.338949988828727,Angus (1995),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
704,2.846590909090909,88,3.020153804376157,"Quest, The (1996)",Action|Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
707,3.0815450643776825,233,3.132616535803751,Mulholland Falls (1996),Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
708,3.3905502392344498,836,3.3953558301574907,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
709,3.284090909090909,132,3.329494746397448,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
710,2.4603174603174605,63,2.805141386197705,Celtic Pride (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
711,2.767857142857143,112,2.928719358566102,Flipper (1996),Adventure|Children,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
714,3.8325,200,3.7929484735495063,Dead Man (1995),Drama|Mystery|Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
715,3.8529411764705883,34,3.7012210768185394,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
718,3.4583333333333335,48,3.4856172937998275,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
719,2.9327830188679247,424,2.972198565895125,Multiplicity (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
720,4.053775743707094,437,4.020081689328451,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
724,3.091409691629956,454,3.1185498944553443,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
725,2.8676470588235294,68,3.0701851930243524,"Great White Hype, The (1996)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
726,3.032258064516129,31,3.276690965842402,Last Dance (1996),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
728,3.748663101604278,187,3.718332483485652,Cold Comfort Farm (1995),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
731,2.7346938775510203,49,3.0364322647643864,Heaven's Prisoners (1996),Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
733,3.687009063444109,1655,3.6842006818494877,"Rock, The (1996)",Action|Adventure|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
735,3.58,50,3.560976861454831,Cemetery Man (Dellamorte Dellamore) (1994),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
736,3.22183908045977,1740,3.2270498016476763,Twister (1996),Action|Adventure|Romance|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
737,2.130901287553648,233,2.290411212609835,Barb Wire (1996),Action|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,3.963768115942029,345,3.9290083971103638,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
742,2.708791208791209,91,2.912216106746996,Thinner (1996),Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
743,2.7278481012658227,316,2.7973356905097875,Spy Hard (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,4.17604501607717,622,4.146285504472985,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
747,2.4913793103448274,58,2.8452062376862104,"Stupids, The (1996)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
748,3.1570397111913358,277,3.1934141658514217,"Arrival, The (1996)",Action|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,4.2203659506762135,1257,4.204256525964558,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
760,3.5694444444444446,36,3.551184074490705,Stalingrad (1993),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
761,2.7868852459016393,183,2.8914467085276363,"Phantom, The (1996)",Action|Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
762,2.474747474747475,495,2.5350059979359747,Striptease (1996),Comedy|Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
765,3.1079545454545454,264,3.1509460847496142,Jack (1996),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
766,3.5055555555555555,90,3.511484574303221,I Shot Andy Warhol (1996),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
778,4.0240032546786,1229,4.012214574198877,Trainspotting (1996),Comedy|Crime|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
779,2.8815789473684212,38,3.167325719358625,'Til There Was You (1997),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
780,3.3827572663000787,2546,3.3844635671259264,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
781,3.4788135593220337,118,3.489041546732341,Stealing Beauty (1996),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
782,2.902877697841727,139,3.0140718870792105,"Fan, The (1996)",Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
783,3.1676587301587302,504,3.1879740616411736,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
784,2.687894073139975,793,2.718563971951867,"Cable Guy, The (1996)",Comedy|Thriller,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,3.31657848324515,567,3.3272665810994746,Kingpin (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
786,3.2032374100719423,834,3.2145580427272993,Eraser (1996),Action|Drama|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
788,2.8594202898550725,1035,2.8782893417055275,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
798,2.788961038961039,154,2.9096638528064487,Daylight (1996),Action|Adventure|Drama|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
799,3.3912337662337664,308,3.403485647681617,"Frighteners, The (1996)",Comedy|Horror|Thriller,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
800,4.059895833333333,384,4.021444804145861,Lone Star (1996),Drama|Mystery|Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
801,2.923076923076923,91,3.073373131540385,Harriet the Spy (1996),Children|Comedy,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
802,3.4576023391812867,684,3.4606136539445194,Phenomenon (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
803,3.515625,32,3.522228208328815,Walking and Talking (1996),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
804,2.9918032786885247,122,3.097882558660438,She's the One (1996),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
805,3.641357027463651,619,3.636175884308762,"Time to Kill, A (1996)",Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
806,3.263888888888889,36,3.384517407824038,American Buffalo (1996),Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
808,2.8823529411764706,34,3.1855960768185394,Alaska (1996),Adventure|Children,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
809,2.727272727272727,66,2.9778973845456926,Fled (1996),Action|Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
810,1.7526881720430108,93,2.1860012107023294,Kazaam (1996),Children|Comedy|Fantasy,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
818,2.51875,160,2.6783060469283497,"Very Brady Sequel, A (1996)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
828,3.135294117647059,85,3.238070860142491,"Adventures of Pinocchio, The (1996)",Adventure|Children,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
829,2.5618556701030926,97,2.790379125325878,Joe's Apartment (1996),Comedy|Fantasy|Musical,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
830,3.0679190751445087,346,3.104729119458475,"First Wives Club, The (1996)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
832,3.47111416781293,727,3.4734189549754113,Ransom (1996),Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
833,2.9444444444444446,72,3.116452440356731,High School High (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
835,3.1037735849056602,53,3.2575680592335723,Foxfire (1996),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
836,2.873469387755102,245,2.9450114506050413,Chain Reaction (1996),Action|Adventure|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
837,3.4061302681992336,261,3.418825254008201,Matilda (1996),Children|Comedy|Fantasy,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
